rPos_deg,AOTU002_a,AOTU002_c,AOTU005_3,AOTU015_4,AOTU016_a,AOTU016_c,AOTU019_7,AOTU025_8,AOTU026_9,AOTU027_10,LAL026_a,LAL027_12,LAL028_13,LAL029_e
91.6810344827586,5.11536205885311e-17,0,0.199216499963277,0.214310849460423,0.163225278024381,0.00614955413585059,0.284795098102931,0.660133788425532,0.116479377776956,0.0635962271505535,0.239798164072818,0.209505160870787,0.319005225416373,0.157736087341553
92.0689655172414,5.11536205885311e-17,2.69977441995025e-17,0.198877666976921,0.213210974586533,0.162673867810417,0.00607756333809996,0.284812828302077,0.655084909990852,0.115622196180642,0.0630501067295001,0.239841123534482,0.209187804527303,0.317973545264232,0.158237725080375
92.4568965517241,5.11536205885311e-17,1.84721407680807e-17,0.198538077496399,0.212151713777223,0.162154659058983,0.00601276669114502,0.284689025306944,0.649493119886019,0.114803591835044,0.062420171054125,0.239945485985296,0.208841830989799,0.316829835595115,0.158818331126375
92.8448275862069,5.11536205885311e-17,1.84721407680807e-17,0.198134146455638,0.211161737353672,0.161709816432001,0.00594873365600581,0.284426408333083,0.643783699775826,0.11403448316701,0.0617229790701185,0.24001690917711,0.208413551552636,0.31572582900741,0.159517187194802
93.2327586206897,2.72819309805499e-17,1.84721407680807e-17,0.19769558975573,0.210278559273999,0.16123131488301,0.00588805300538699,0.28389603174268,0.638146801766524,0.113280271437611,0.0609684893400994,0.240120729403029,0.20795710054538,0.314617179709307,0.160471054292135
93.6206896551724,2.72819309805499e-17,1.84721407680807e-17,0.197231100430229,0.209379387699753,0.160762725376698,0.00582903203558887,0.283046063963746,0.632569767838355,0.112543266878474,0.0601422406871438,0.240195441725617,0.207433650485924,0.313425059359735,0.161726060548062
94.0086206896552,2.72819309805499e-17,1.84721407680807e-17,0.196712426313221,0.208681294120387,0.160315429572614,0.00578411764407154,0.282397373099908,0.626817345614447,0.111829691340531,0.0593138000371247,0.240232724616779,0.206853583697261,0.31219243646618,0.163472509341515
94.3965517241379,5.11536205885311e-17,8.52560343142185e-18,0.196160467329677,0.20805440075312,0.159943018612707,0.00574239813137908,0.281708108433438,0.620812666801443,0.111124058882197,0.0585982268322994,0.240182290286232,0.206182376740308,0.31099902838246,0.165464897376138
94.7844827586207,5.11536205885311e-17,8.52560343142185e-18,0.195488910653212,0.207516809389684,0.159547817984429,0.005710075330177,0.281177049859318,0.614225410009735,0.110408336887802,0.0579140395018463,0.239986352048707,0.205394901295661,0.309821610881163,0.167943019018303
95.1724137931034,5.11536205885311e-17,8.52560343142185e-18,0.194797497595481,0.206954200064048,0.159049143107218,0.00568277181878092,0.28079934043019,0.607567759958308,0.109659722306779,0.0572156421097341,0.239696769147549,0.20451025161167,0.308593322698282,0.170913135350515
