rPos_deg,AOTU002_a,AOTU002_c,AOTU005,AOTU015,AOTU016_a,AOTU016_c,AOTU019,AOTU025,AOTU026,AOTU027,LAL026_a,LAL027,LAL028,LAL029_e
9,0.0296839608612047,0.0107311038477471,2.81913286799016e-16,2.11561270335283e-16,0.00714457378179042,0.00771420640214336,0.944895042991605,0.0248319933387607,0.00957935274546933,0.148068990103436,8.51613053872027e-16,9.77602526803039e-17,5.01305481767605e-16,2.91575637354627e-16
10,0.0294299284254055,0.0107176021849941,2.42726437605188e-16,2.11561270335283e-16,0.0119218789181167,0.00789999307030312,0.957412859231708,0.0418412823067945,0.016104884052981,0.149659622829367,6.31841943195375e-16,4.07669640806756e-17,5.01305481767605e-16,8.04421675317193e-16
11,0.0289461439145699,0.0106843521146433,2.81913286799016e-16,2.13860874596101e-16,0.0176458343733307,0.00797266431398733,0.968887235641406,0.0616572298144396,0.0236589551524362,0.151646604948254,6.31841943195375e-16,9.77602526803039e-17,5.01305481767605e-16,6.15548567748658e-16
12,0.0282580991037813,0.0106151630399565,9.3971095599672e-17,0.00109619476680178,0.024953940641929,0.00800474761345185,0.978239217667679,0.0819153179420045,0.0314654092950581,0.153072131463417,5.54482512237193e-16,1.61108896417141e-16,7.88434164372402e-16,6.15548567748658e-16
13,0.0274833360753843,0.0104895453605235,1.95796060764086e-16,0.00471461185394846,0.032648239292363,0.00801441537960276,0.984920305177844,0.099459615137997,0.0384073996636039,0.153541847788674,8.51613053872027e-16,9.77602526803039e-17,6.65379632176897e-16,2.91575637354627e-16
14,0.0267624487999491,0.0103178105056044,2.81913286799016e-16,0.0114975082455515,0.0411416281077076,0.00801912846194542,0.988993343558493,0.113431289875765,0.0442145559633263,0.153331925221081,8.51613053872027e-16,9.77602526803039e-17,5.01305481767605e-16,5.21728851313342e-16
15,0.0263250918162737,0.0101339982992036,1.87942191199344e-16,0.023451173488557,0.0498974952644802,0.00803186725192573,0.991250277968271,0.12404884037984,0.0488821448650857,0.152659282142265,6.88819638555989e-16,9.77602526803039e-17,4.54888307529863e-16,6.15548567748658e-16
16,0.0261560053261089,0.00999429415943444,2.81913286799016e-16,0.0407457599101354,0.0574791064898408,0.00804453476874098,0.992245182767738,0.131484951214964,0.0524327630251558,0.152019012952633,6.31841943195375e-16,9.77602526803039e-17,5.01305481767605e-16,6.15548567748658e-16
17,0.0261339989990859,0.00993963124946307,1.39390716281065e-16,0.0612788722294871,0.0624651788025032,0.00806788421711969,0.992342835644835,0.135975092473704,0.0547759765041242,0.151691553341023,6.31841943195375e-16,1.95520505360608e-16,6.67809632646623e-16,4.5896076257692e-16
18,0.0261064277696869,0.00998135107533157,2.81913286799016e-16,0.0824827469513239,0.0646733583445489,0.00811100445634796,0.99208567759664,0.138553307742919,0.0560700817643988,0.151916468164882,8.51613053872027e-16,9.77602526803039e-17,5.01305481767605e-16,2.91575637354627e-16
19,0.0260404884270673,0.0101016097133317,2.81913286799016e-16,0.101363742907374,0.0650951242936034,0.00820323685902193,0.991578068887341,0.140658452049422,0.056787891326777,0.152816553694726,6.95435080603574e-16,2.82879818126125e-17,5.01305481767605e-16,8.72170681205682e-16
20,0.0259727754436094,0.0102922166993059,1.99801369244844e-16,0.116341735739814,0.0657101272400199,0.00835660593556593,0.991254203229397,0.143917809953459,0.0573199264763004,0.154278126906515,8.23877879410776e-16,9.77602526803039e-17,3.44862413040403e-16,6.15548567748658e-16
21,0.0260051471017337,0.0105604357293596,0.000471402938924001,0.127393791289789,0.0676757797060552,0.00856917463105521,0.991618522913707,0.149128232108652,0.0580926496064608,0.15606197446223,4.34927028029096e-16,9.77602526803039e-17,0.00091749360360412,6.15548567748658e-16
22,0.0261588665045804,0.01090324060981,0.00301156915418765,0.135327743207207,0.0713215732841422,0.00881250369376354,0.992699966805525,0.156506663730628,0.0592537157374299,0.158215529678668,7.02238639486631e-16,1.64206112872428e-16,0.00586077216994773,2.91575637354627e-16
23,0.0265211992349417,0.0112878121569838,0.00831365539907481,0.140987564296997,0.0755046727261766,0.00905669146371461,0.994624571616141,0.165139690741963,0.0606117333322297,0.160452845911299,8.51613053872027e-16,9.77602526803039e-17,0.0161954440884196,2.91575637354627e-16
24,0.0269069043790833,0.0116280957462063,0.0181490713457601,0.144517350533444,0.0790749022167045,0.00925678446031464,0.997103515698172,0.17356824343617,0.0618226957824101,0.162587330928335,6.31841943195375e-16,5.37608974739684e-17,0.0353017805698677,7.61360384420816e-16
25,0.0270963055852214,0.0118610563164163,0.0332183351985644,0.147395599619995,0.0822094063536575,0.00939329921835351,0.999135790399794,0.181135960985928,0.0630147587166765,0.164166736730226,6.31841943195375e-16,9.77602526803039e-17,0.0645879675613729,6.15548567748658e-16
26,0.0270171142719994,0.0119186119862082,0.0526561278929033,0.149250339143588,0.0850868155227146,0.00947068106254095,0.999985699805799,0.188231716634437,0.0642264001474125,0.164669929120208,5.81262631995257e-16,0.000649802302528041,0.102331544326308,6.15548567748658e-16
27,0.0269087007598903,0.0118240766885751,0.0736422735490741,0.150615090649008,0.0895439199554611,0.00950300225083386,0.999213200843325,0.196651624394821,0.0658931054971333,0.163941235461674,8.51613053872027e-16,0.00330810836697187,0.143074114763013,2.91575637354627e-16
28,0.0270202726798302,0.0116745639358684,0.0931837347304606,0.152552363466839,0.0975797577811693,0.00953406552520926,0.997275988147161,0.208840419798461,0.0683525224334292,0.162172515338886,8.51613053872027e-16,0.00912500629066091,0.180974873819968,5.58532887257805e-16
29,0.0274672889397467,0.0115653664542153,0.108838195952146,0.154488255881689,0.109438495311819,0.00960623325163916,0.995161081828573,0.223470486514068,0.071502056367451,0.160444047230693,7.16294343552734e-16,0.018961354121693,0.211331657210134,6.15548567748658e-16
30,0.0281645043838132,0.0115535231612912,0.11994947688253,0.15696673856087,0.12419045437286,0.00974533428248936,0.993371529135712,0.239749384986159,0.0748776648318616,0.159631195322444,6.31841943195375e-16,0.0334480621815944,0.232878939693732,6.15548567748658e-16
31,0.0289070939481545,0.0115889832152341,0.127150402374537,0.159668929803999,0.139821548086335,0.00996605706787602,0.992633803544991,0.255803331542984,0.0780492113212958,0.160570759865454,6.31841943195375e-16,0.051287463421711,0.246807213059839,4.16070124088321e-16
32,0.029552412035955,0.0115621559296025,0.131578959558689,0.162296702550471,0.154802291948555,0.0102504385677335,0.992638486512063,0.270909616785962,0.080638041096507,0.163405099778762,8.51613053872027e-16,0.069506049970879,0.255187997870213,2.91575637354627e-16
33,0.0300653021044993,0.0113861340787936,0.133977421901638,0.164337899897361,0.16839091832362,0.0105781982684636,0.992481844850657,0.284456072069098,0.0827242141702881,0.167402041930636,6.70391423942214e-16,0.0854458097653549,0.259546453891129,8.99588834722267e-16
34,0.0304246783240891,0.0110288120060238,0.13576691751418,0.165672717267487,0.180530940986802,0.0108795692784694,0.990770224620784,0.296877363549619,0.0845479203384602,0.171590739731007,8.01033742671909e-16,0.0977133343162229,0.262692968522401,6.15548567748658e-16
35,0.0306391655752007,0.0105431806061999,0.137094197978731,0.166646629123469,0.191652207074377,0.0111157230602638,0.986520513174986,0.308283481696719,0.0864482908088609,0.175454272826322,4.19607564709281e-16,0.106700961322853,0.265074460168127,6.15548567748658e-16
36,0.0307147724104042,0.0100026509526962,0.138332767868642,0.167717797370236,0.20178024101633,0.0112857849540562,0.979982549473068,0.319066917219768,0.0883900799070052,0.17872167367119,7.307552223414e-16,0.11348089604413,0.267465787587976,2.91575637354627e-16
37,0.0304839965727273,0.00949439043866695,0.139313709198304,0.1693754775665,0.211697550347066,0.0114230827752585,0.971915364903791,0.330285430420326,0.0904580824399536,0.181428926158163,8.51613053872027e-16,0.118587530655,0.269585821279202,2.9282708834501e-16
38,0.0296473443686971,0.00906969416270945,0.140105412452066,0.171614725479159,0.221985907265714,0.0115792658286851,0.963079884121848,0.342231241037244,0.0924970782133577,0.18391968760033,6.31841943195375e-16,0.121764501877106,0.271513607954988,7.19323007971113e-16
39,0.0280470100521245,0.00873871893961497,0.140614658282225,0.174124198028109,0.231954707552138,0.0117674915334394,0.953854007726096,0.353962820310211,0.0944295035584064,0.186213846865914,6.31841943195375e-16,0.123717365009939,0.272848250035919,6.15548567748658e-16
40,0.025742817118878,0.00850825108063228,0.140957960347864,0.176730757026848,0.240086102755058,0.0119646100174534,0.944404722320853,0.364995145047005,0.0962168776005418,0.187626406924717,6.04106768734124e-16,0.125007020410383,0.273573569868735,6.15548567748658e-16
41,0.0231235494888025,0.00836502266437531,0.141280142595986,0.178793938110932,0.245311844306026,0.0121697502723461,0.934938817017926,0.374259397383429,0.0978425520161392,0.187196365145383,8.51613053872027e-16,0.126082866160116,0.273693441560384,2.91575637354627e-16
42,0.0207227490562893,0.00828650855852297,0.141637967231832,0.179855530415811,0.247935084359751,0.0123712688483014,0.925123786564969,0.382393027290346,0.0992547232532245,0.184261381410134,8.51613053872027e-16,0.127074966799643,0.273119949089262,5.92606484677792e-16
43,0.018867216870015,0.00825527259051363,0.142129810275349,0.179718986481755,0.248987691896869,0.0125582547665455,0.915393187615657,0.389797057711037,0.100404648404381,0.179318217403378,7.45389747439737e-16,0.128116237540506,0.271852500510614,6.15548567748658e-16
44,0.0176730534488647,0.00824182083429336,0.142945978176462,0.178762312933227,0.25080875447856,0.0126946522599995,0.906217570493837,0.397669491925359,0.101219767371752,0.173158817826595,6.26941258455787e-16,0.129150989700555,0.269865500962853,6.15548567748658e-16
45,0.0171698441419076,0.00823979400137124,0.144190020039905,0.177486418519569,0.256216136304365,0.012777576262667,0.896978513947489,0.407287913524881,0.102013121262882,0.166855255378537,6.31841943195375e-16,0.130055846417844,0.267237846743815,3.75568619308635e-16
46,0.0173390550000545,0.00822417413417123,0.146102838573588,0.176343436031035,0.26570414622786,0.0127980920809269,0.886921681601678,0.419111412046052,0.102802364873369,0.160752417979715,8.51613053872027e-16,0.13091866629438,0.264216310475488,2.91575637354627e-16
