rPos_deg,AOTU002_a,AOTU002_c,AOTU005,AOTU015,AOTU016_a,AOTU016_c,AOTU019,AOTU025,AOTU026,AOTU027,LAL026_a,LAL027,LAL028,LAL029_e
47,0.0180955286110045,0.00818641013729059,0.148688086492274,0.175767766368133,0.278686558418184,0.0127613617234205,0.875214043079131,0.433586120528781,0.103928356598647,0.15483450557855,6.50209863951627e-16,0.131821146721009,0.26119348766776,9.20863501558788e-16
48,0.0191794636145311,0.00812283617991856,0.151867434522913,0.17578889950678,0.292234450221353,0.0127214571216083,0.862251660379993,0.449251655852368,0.105487823409109,0.149437336674644,7.74253622913847e-16,0.132938814489367,0.258767205760476,6.15548567748658e-16
49,0.0201835216893445,0.00804207632921907,0.155677044718815,0.176491136279917,0.30387786762596,0.0126986761007435,0.849430418395969,0.465284031731414,0.107448982673343,0.145001920911229,4.12391595840753e-16,0.134333859689627,0.257426522832428,6.15548567748658e-16
50,0.0208405740358385,0.00796906206478187,0.159806763891224,0.177719109375196,0.312109485049141,0.0126953614973358,0.837833213004774,0.480778654530579,0.109545427177818,0.14161398310347,7.59966390434854e-16,0.135892234031165,0.257259517720721,2.91575637354627e-16
51,0.0209346178815736,0.00792292615960966,0.163881536305661,0.179540204750427,0.316919125731551,0.0126874775069067,0.828175026599533,0.495420515461087,0.111508933533114,0.139292840916996,8.51613053872027e-16,0.137481985759141,0.258180242980318,3.02326739044739e-16
52,0.0204721215569015,0.00790693434806484,0.167713678167551,0.182176428399319,0.318998857730154,0.0126408393811616,0.819971489977323,0.509559651047398,0.113113498262321,0.137987673413895,0.000557430892871795,0.139007549091385,0.259946005852801,6.8103998449256e-16
53,0.0196680909319593,0.00792004924953992,0.171294521997621,0.185858260219121,0.319778180554435,0.0125429345379717,0.812451932337431,0.52353181973631,0.114318421398109,0.137303025303973,0.00494786879295381,0.140705975917067,0.262352569998731,6.15548567748658e-16
54,0.0189259305205673,0.00794987701442754,0.174670848755372,0.190429139671056,0.320598813278049,0.0124073610744078,0.803999334394025,0.536833812439118,0.115202994244697,0.13696863512288,0.0144658592270713,0.142690221310175,0.265290605456421,6.15548567748658e-16
55,0.018403134448791,0.00795159152748347,0.177860158696756,0.195493959489965,0.321517643088521,0.0122602154826341,0.793851551872891,0.549607524908787,0.115879865644468,0.136720659207395,0.030860939349989,0.145222713339577,0.268359260275,2.91575637354627e-16
56,0.0181716655124576,0.00790347691037981,0.18082163456359,0.200220144527001,0.322466248368561,0.0121137036295907,0.781871153779573,0.562199337161797,0.116399585021323,0.136160353170561,0.05569766162733,0.14842205215453,0.271085982490027,6.22904397575658e-16
57,0.0180872498562869,0.0077672790386706,0.183511776806652,0.204048320123192,0.322239845226151,0.0119785514225647,0.768137482491967,0.574685336069167,0.116851079313371,0.135034584003292,0.0870703292491654,0.152289947489937,0.273028695302031,6.15548567748658e-16
58,0.0182331333407762,0.00750686924618243,0.186358301481661,0.206784192588346,0.319776734803986,0.0118396787352067,0.752900550804141,0.587357208368831,0.11730972818578,0.133224472364788,0.119827534795203,0.156968407538581,0.274368147791224,6.15548567748658e-16
59,0.0185125955076443,0.00717802509319429,0.189556228023248,0.208597077692757,0.31527446301283,0.0116978506141271,0.737152104823199,0.601109451973341,0.117779861149952,0.130859689580888,0.148877294986077,0.162116355905337,0.275233164409422,3.40186686762334e-16
60,0.018921503099368,0.00684514784044641,0.192948164497346,0.210016802335251,0.309487948089923,0.0115481956991963,0.721515307680501,0.615401555867515,0.118190611439695,0.128196536367513,0.171430222664235,0.167498414414068,0.276188171618079,2.91575637354627e-16
61,0.0192791093850746,0.00658588389635398,0.196403293752754,0.211387776698039,0.303183079428636,0.0114137256138263,0.707062645822924,0.628858682046837,0.118458135434985,0.125545660737787,0.187805093156734,0.172720661583317,0.277478316006245,9.34629462453008e-16
62,0.0194827168708461,0.00643476445926555,0.199807897818149,0.213001136063367,0.29683856958378,0.0113117014926262,0.694179248713714,0.640337640281704,0.118663196274145,0.123191850461397,0.199549211744365,0.177871937894132,0.279310865054995,6.15548567748658e-16
63,0.0195485607311309,0.00640413110400426,0.202673113737505,0.214572772610907,0.290199365107919,0.0112573380314907,0.682960411530378,0.648323828656328,0.118787054782561,0.121072402118609,0.207947328309441,0.182485186917354,0.281696640393138,3.54304968192118e-06
64,0.019478906691139,0.00643202655295989,0.205126938235914,0.216388603799509,0.284814893541456,0.0112469002259724,0.67400265709074,0.65344600948918,0.119162541450992,0.11925077537451,0.21326504438968,0.186989059545426,0.284888399224111,0.00212484246706192
65,0.019267593294877,0.00646078249558885,0.20732543973883,0.218772874476122,0.281389439755997,0.0112259537544325,0.666901546722766,0.657406085635024,0.119815951506021,0.117472799566914,0.216623909122336,0.1913850579803,0.288813995564531,0.00736601490821272
66,0.0190322980151626,0.00643139877786647,0.209361295271225,0.221980152350624,0.279662132915794,0.0111325733378209,0.659980254070476,0.661935068562454,0.120575225863557,0.115104982678091,0.219365782891541,0.195912356327768,0.293183181126859,0.0173459782999844
67,0.0187378103789228,0.00635038247614253,0.210820420486811,0.225810115040555,0.278870266928471,0.0109697249030933,0.653005024986851,0.666974790017795,0.121066590104304,0.111681870945098,0.220867778320091,0.199842395217809,0.297216572833892,0.0336526428587322
68,0.0182056133436451,0.00623542277677275,0.211506923230292,0.229640686946554,0.277448410692707,0.0107714296190329,0.644024770762538,0.672597547049187,0.121114932435373,0.106873120981412,0.221988407500664,0.202893681367214,0.300202668285414,0.0554787135296938
69,0.017264982512884,0.00616103592071924,0.211518792846165,0.232794578830306,0.274284531807563,0.0106034586513013,0.632435344980639,0.677303089227829,0.120721795655958,0.100733833527802,0.223198579965042,0.205063491293734,0.301641639112469,0.0791800973771151
70,0.0156545253210273,0.00614699688326842,0.210991786262302,0.235138652354941,0.269592697005163,0.0105092683519693,0.617301058232084,0.680770643797711,0.120133922966619,0.093727752311699,0.224692075774059,0.206590293833931,0.302041718588099,0.102176548426791
71,0.0132280758287083,0.00620297397783554,0.210251834250769,0.236725542823308,0.264023813978837,0.0104762813190298,0.598828427171171,0.682805695540568,0.119642634468184,0.0868600709807107,0.226862518436155,0.207872143175791,0.301893676688814,0.119972970797208
72,0.010147016185629,0.00627178004245211,0.209434096257091,0.237662417410646,0.257896611524217,0.0104811210760949,0.577454023011376,0.68417983570978,0.119379626177107,0.0809178731060198,0.229354007019503,0.209276650975341,0.302113963285623,0.132520678073246
73,0.0069154289835454,0.00634629892428436,0.208639747900757,0.238091049960467,0.251653897009054,0.0105001117039209,0.553327903169746,0.684115313605977,0.119272817675693,0.0764494793856632,0.232263414009051,0.210913238516352,0.303003807180348,0.141584866030259
74,0.00410809136481986,0.00638953156648503,0.208117874317957,0.238195546396729,0.245915268427663,0.0105358694601514,0.528216493246938,0.682717335081261,0.119345780035987,0.0738714693393963,0.235569066572739,0.213004036774975,0.304371598472337,0.14853568963663
75,0.00207723530163991,0.00641085087885538,0.207925592567425,0.238143141705202,0.241026757615497,0.0105816900871894,0.502543823064063,0.680591460174146,0.119468505242806,0.0729318186239311,0.238632156575285,0.215220080018134,0.305842954953119,0.153684498846471
76,0.000877935829637638,0.00641914129784418,0.207772576158004,0.238075020031805,0.237111228578262,0.0106633919205389,0.478192155283581,0.678217888915302,0.119618180553764,0.0730407862331011,0.240690858281884,0.216899232025696,0.30681092244086,0.15626918825135
77,0.000266415749818112,0.00640546266940279,0.207597907287492,0.238126400673388,0.234491300904939,0.0107552484050662,0.455605913154026,0.676362566416096,0.119798233701434,0.0740089366087462,0.241118642025431,0.218031883712693,0.307503470305352,0.156439352848195
78,7.15015581309366e-06,0.00627754638139739,0.20728508415983,0.238106542963919,0.232468622934653,0.0108143363618149,0.433733629063505,0.676028041596062,0.120083557928042,0.0752590464088196,0.23971402731362,0.218788826180973,0.307686826960112,0.154695249269318
79,4.56596609236909e-17,0.00596882120970237,0.206996517198338,0.237855272409376,0.22987061082944,0.01079868469162,0.412676693384782,0.676727058948777,0.120456707420873,0.0763369774190686,0.237440800045546,0.219457032691087,0.307314042571654,0.152192753510055
80,2.72819309805499e-17,0.00538738089330242,0.206698366371103,0.237250496318752,0.225257697230641,0.0106895953886565,0.391694732155956,0.677732367113537,0.120816303441164,0.0764726340476391,0.235135401078752,0.220079389468782,0.306542803230962,0.150363472772281
81,5.11536205885311e-17,0.00451901606424916,0.206447373116844,0.235864540769238,0.217988950140385,0.0104849701523512,0.372069993198566,0.676084854434108,0.120854936776012,0.0756567654239079,0.233523196017167,0.220082895755309,0.305251981089443,0.149278889743932
82,5.11536205885311e-17,0.00344300956474709,0.206312778775848,0.23390288075182,0.208382462335231,0.0101911448887154,0.354494515261756,0.671944271523769,0.120532598825836,0.074360611833307,0.233093231983298,0.219588526154214,0.304329470153214,0.149004642231959
83,5.11536205885311e-17,0.00234628117327107,0.206255400669595,0.231732053840249,0.198244646729893,0.0098117414928047,0.339118534452217,0.667027955757942,0.120075530884535,0.072994516038367,0.233900465704605,0.218687062034146,0.304629997392395,0.150063274629615
84,2.72819309805499e-17,0.00140337160008697,0.206204799480192,0.229548768595258,0.189228153455034,0.00933663798879741,0.325204073231019,0.664550302548832,0.119798370603557,0.0717382207443944,0.235949379097653,0.217753087567527,0.306464091161021,0.151818637791841
85,4.81410068108432e-17,0.000722021476185855,0.206147673281715,0.227643537245313,0.182029030526026,0.00879236766971459,0.312282552152095,0.666389263944647,0.119931484291478,0.0705780157012117,0.238279114208869,0.216900856177359,0.309677658259573,0.153887252102247
86,4.42460901459164e-17,0.000310227339036018,0.205683692362956,0.225957681831255,0.176348055101873,0.00823543103553634,0.300970907979401,0.67122472155985,0.120347879619347,0.0693679595887078,0.240225060258327,0.215697125836424,0.313665644112767,0.155776368842015
87,5.11536205885311e-17,0.000101448559310827,0.204797580803057,0.224484927245992,0.171719934459649,0.00770169318656264,0.2914988651085,0.676800971436259,0.120754587696825,0.0682185953961317,0.241323332197708,0.214216140718991,0.317518983457198,0.156987909413942
88,5.11536205885311e-17,1.9675498782223e-05,0.203565547465007,0.22311924310012,0.168450170145401,0.0072307370626184,0.285221137480037,0.681117010133284,0.120981189466138,0.0670573468791279,0.241500315471633,0.212777354982667,0.320589652204824,0.157542420777557
89,2.72819309805499e-17,1.84721407680807e-17,0.202292514946295,0.221499353846956,0.166298035699568,0.00684926538946276,0.282948727564666,0.681778271726102,0.120678661609456,0.0660193444205893,0.241113298411505,0.211678828676125,0.322330381753652,0.15755283128669
90,5.11536205885311e-17,8.52560343142185e-18,0.201059658102114,0.219252405227113,0.165069348095414,0.00654010376181825,0.283028280190446,0.67753969516049,0.119650790676268,0.0651719031991115,0.240484283455613,0.21088697698538,0.322339355212352,0.157397823512779
91,3.08637977790125e-17,8.52560343142185e-18,0.199942248540078,0.216386870931288,0.164043604658684,0.0062965442051468,0.284186810622271,0.668455660318297,0.117898727061699,0.0643564728936016,0.239884473699756,0.210091716350933,0.320646385715847,0.157290499383581
92,5.11536205885311e-17,2.47413401410837e-17,0.198937142440052,0.213403134564778,0.162770786351242,0.00608978016336574,0.284812210265997,0.656015830137418,0.115772782283238,0.0631530204837474,0.23983028599975,0.2092456494563,0.318164623885105,0.158142156442425
93,4.27507858465212e-17,1.84721407680807e-17,0.197962528305932,0.21080197585767,0.161520446839773,0.00592414574305775,0.284251834588532,0.64152086354005,0.113730900909942,0.0614287595121141,0.240057298433789,0.2082360601587,0.315286565516871,0.159865056164758
94,2.72819309805499e-17,1.84721407680807e-17,0.196724308792482,0.208695967889985,0.160324496301474,0.00578507760814877,0.282412164321035,0.62694784238828,0.111845458159915,0.0593309237498726,0.240232694219735,0.206867386082707,0.312219414724311,0.16343112059105
95,5.11536205885311e-17,8.52560343142185e-18,0.195112914053737,0.207209322107066,0.159275526530528,0.00569445677016075,0.280948638375847,0.610523248285824,0.10999720245083,0.0575190950203022,0.239837455143325,0.204913724488152,0.309141941008985,0.169529619593786
96,5.11536205885311e-17,8.1113222572728e-18,0.192981964749678,0.205552913587172,0.158049736998902,0.00563565789717784,0.28019968514391,0.593551339236406,0.107890912347898,0.0560157084595452,0.238761558309841,0.202366693891251,0.306104745731117,0.178850780622537
97,5.11536205885311e-17,2.01955991034465e-17,0.190464499665823,0.203414249577201,0.156801586055473,0.00559335519146297,0.279973127766108,0.577570936367487,0.105712068373451,0.0548138376861893,0.237105393358331,0.199437759801271,0.303680880047887,0.190661622223107
98,2.72819309805499e-17,1.84721407680807e-17,0.187953920504856,0.200469628746483,0.155630343154504,0.0055453513490126,0.280074679609507,0.566057348714255,0.103728161258202,0.0539040846141861,0.235199357935258,0.196685374319449,0.302218609517258,0.204765782795928
99,4.99936333009138e-17,9.00893146792907e-18,0.185638607386424,0.196198610185505,0.15472565104105,0.00547782682742887,0.280408079365916,0.559480755958996,0.1021477739786,0.0530834576964291,0.233121427881276,0.194432937788315,0.301970856873943,0.220308782836627
100,4.11988968013899e-17,8.52560343142185e-18,0.184095876014329,0.191016434932168,0.153467397801025,0.00538850468688154,0.280717471123554,0.557840223262683,0.101330666150815,0.0526529443997646,0.231067415258127,0.192905676836726,0.30315424105755,0.235649904653216
101,5.11536205885311e-17,3.94041149907863e-20,0.183647808940396,0.185068093493966,0.151587267132609,0.00528289579554606,0.281102531465515,0.558003907418844,0.101137296335673,0.0520485992399039,0.229208751336344,0.192168181914458,0.305611039878379,0.249518921505185
102,5.11536205885311e-17,1.84721407680807e-17,0.18459415735213,0.178724018601263,0.148100865407252,0.0051677297396468,0.280628959288825,0.556991728326806,0.101068925754205,0.0508843543313232,0.227879184779118,0.192075558858795,0.308311645060221,0.261312034817015
103,2.72819309805499e-17,1.84721407680807e-17,0.186644092925991,0.172492843027244,0.141733556633634,0.00499523055297417,0.276460339197986,0.551873227179163,0.10050981651708,0.0486098549732531,0.227326031931855,0.192262851791738,0.309583142678082,0.271249156433972
104,5.11536205885311e-17,8.52560343142185e-18,0.189236923626348,0.167006835888345,0.131727185340374,0.00472287399280365,0.267710942046751,0.542343525020102,0.0991821205435915,0.0443573420677581,0.227683213556491,0.192166799386488,0.308670899683487,0.279668082842405
105,3.34708875455821e-17,8.52560343142185e-18,0.191197070140097,0.162879577434092,0.118496616486479,0.0042998916447246,0.254486812937684,0.528467409085198,0.0971986345644826,0.0376565152485278,0.228788856567617,0.191429578686018,0.305676652766202,0.286400330745678
106,5.11536205885311e-17,2.63957204276137e-17,0.191708123450292,0.160097284708524,0.10301059964591,0.00367557950457478,0.23802291552941,0.511417134116676,0.0949221661709684,0.0289741634067033,0.230008799970739,0.189948654501908,0.301477813924903,0.290468955296739
107,3.96155717864031e-17,1.84721407680807e-17,0.190592339155301,0.158193281142264,0.0866338962956723,0.0028872284796483,0.219576794646362,0.491253620611,0.0926373993364602,0.0197540474409482,0.230937184036157,0.187722453928969,0.296436799932793,0.291774966624444
108,2.75860739888888e-17,1.83454145146062e-17,0.188516077355259,0.156419311055327,0.0708063198795151,0.00203991473007447,0.201188493463432,0.469568030036199,0.0905848085543793,0.0116854963287836,0.23126167002068,0.185178902354741,0.290973957700481,0.290519801089976
109,5.11536205885311e-17,8.52560343142185e-18,0.186241985210914,0.153987408866438,0.05703579659036,0.00127140733467997,0.184213626031703,0.4485231711063,0.0887232060833967,0.00586359377630365,0.23095274745753,0.18252527529181,0.285407110054605,0.287107481204359
110,5.11536205885311e-17,7.44966993939045e-18,0.18455994866465,0.15113797380216,0.0462780516649082,0.00068764381141378,0.170021960134291,0.429933360918611,0.0869714925170888,0.00243612325056885,0.23042108761162,0.180050750270391,0.280225475187536,0.282345761720918
111,5.11536205885311e-17,1.93588035249486e-17,0.1833715400951,0.148281226076378,0.0386611929941547,0.000314264027860829,0.159069282933059,0.412790580864069,0.0852403713147186,0.000757387718558209,0.230017737498885,0.177799928705836,0.27578378007991,0.277225461582024
112,2.72819309805499e-17,1.84721407680807e-17,0.182444958604905,0.146249018410764,0.0336210245159669,0.000112963191320243,0.1503109814426,0.395255290959565,0.083317502983199,2.39340001910884e-16,0.230130771487312,0.175613986183723,0.272283694096814,0.273471091833378
113,5.10163501868347e-17,8.58279943212869e-18,0.18161815754152,0.14536184313094,0.0297628771414944,2.44935287372733e-05,0.142674976530692,0.377204397727291,0.0811712537309123,1.66722911547805e-16,0.230845316982702,0.173108641775196,0.269323376506356,0.271829261889221
114,3.80259595774468e-17,8.52560343142185e-18,0.18070856001691,0.145618690833857,0.0276382297100844,2.98396120099765e-17,0.13522137007614,0.360358055361408,0.0793816820284397,3.54286187039086e-16,0.232218231256615,0.170226208325871,0.267092522310775,0.272187157513755
115,5.11536205885311e-17,9.25848566512823e-19,0.179505026364302,0.146270403347387,0.0260200990704979,2.1867568563585e-17,0.127952443310359,0.346495193360627,0.0782698103453535,1.66722911547805e-16,0.234193782494168,0.167273260997428,0.26485764787526,0.274499648018425
116,5.11536205885311e-17,1.84721407680807e-17,0.177818215168851,0.146665012436886,0.0246819138708227,1.56302729576067e-17,0.120819144483399,0.336012361217076,0.0776719960491112,3.11119361101055e-16,0.236664466654174,0.164287092397728,0.262242874016313,0.277861985810724
117,2.72819309805499e-17,1.84721407680807e-17,0.175323693779754,0.14631345821138,0.0231013492353323,2.98396120099765e-17,0.114077820652374,0.328297620686274,0.0771477853248092,1.66722911547805e-16,0.239427058068892,0.161606079869207,0.259044453072972,0.281396043129046
118,5.11536205885311e-17,8.52560343142185e-18,0.172552208541113,0.145278666704282,0.0207234107105724,3.64820199655631e-17,0.108215683856423,0.323000928299817,0.0762848738581999,3.42082481575291e-16,0.242108169264174,0.15944131883612,0.255202100114331,0.284589398296213
119,3.64552089504017e-17,8.52560343142185e-18,0.169593769158093,0.144131688099395,0.0172894324494417,2.98396120099765e-17,0.103502137471867,0.317764242377089,0.0748818097480859,3.54286187039086e-16,0.244345556532155,0.15796178436572,0.251243053253732,0.28697479699498
120,5.11536205885311e-17,2.69977441995025e-17,0.166983748750874,0.143078176533259,0.0130843279903307,1.56302729576067e-17,0.0992745943968703,0.311496609236738,0.0730721577449981,1.66722911547805e-16,0.246047502896034,0.156583199328936,0.247319224882261,0.288736620091944
121,3.64552089504016e-17,1.84721407680807e-17,0.164692074390865,0.141879873624986,0.00877907196302694,1.90034024213197e-17,0.0944857535352454,0.302592028391519,0.0710113445936705,3.54286187039086e-16,0.247087380612727,0.154560438044745,0.243343186454144,0.289666762824282
122,2.88351298577601e-17,1.78249745692431e-17,0.162428680819143,0.140192970515766,0.00508596751488439,2.98396120099765e-17,0.0872445745086859,0.290844594273876,0.0686775423108751,1.66722911547805e-16,0.247440163816461,0.151318109344881,0.23908740510744,0.289790632550293
123,5.11536205885311e-17,8.52560343142185e-18,0.160003216780307,0.137856251011838,0.0024665323262673,3.10858236720509e-17,0.0757640977579326,0.276798222540998,0.0661845815730686,3.54286187039086e-16,0.247094535076774,0.147153174844537,0.234777944181783,0.288672169660303
124,5.11536205885311e-17,6.56347497969319e-18,0.157349685200507,0.135157821173497,0.00103908099729107,2.86782275681433e-17,0.0601609254471827,0.261186359603921,0.0639299026306148,3.11119361101055e-16,0.245893843174456,0.14294478622307,0.231058959950674,0.286495759991272
125,5.11536205885311e-17,1.8764513999611e-17,0.154708354334547,0.132632657227203,0.000275860776424423,1.56302729576067e-17,0.0427799100077846,0.245126718163635,0.0620751713868622,1.66722911547805e-16,0.243979233769356,0.139462036676421,0.228325487312085,0.283878484344336
126,2.72819309805499e-17,1.84721407680807e-17,0.152622118036466,0.130653902663748,5.26386670315733e-16,2.68756491380158e-17,0.0264880230836597,0.230265041529234,0.0607304299343709,2.69868819492039e-16,0.241597493149795,0.13695927400241,0.226689960774313,0.281819696888161
127,5.11536205885311e-17,8.52560343142185e-18,0.151279025485197,0.129351951273411,4.29690412943661e-16,2.98804662961957e-17,0.0142698775885721,0.21825086405226,0.0598896858122863,1.67801464703991e-16,0.239063303795074,0.135487219011095,0.225930060310865,0.280570663120427
128,3.49284686811523e-17,8.52560343142185e-18,0.150679336671258,0.127741967517422,2.83664045777252e-16,2.98396120099765e-17,0.00633577604654174,0.210234965357083,0.0593426992210726,3.54286187039086e-16,0.236862311238489,0.134753425287007,0.225475926422873,0.280662480374583
129,5.11536205885311e-17,2.8077653967475e-18,0.150360940127594,0.12413277980614,4.29690412943661e-16,2.1086659153717e-17,0.00219733546163845,0.204975106117369,0.0587833951584683,1.66722911547805e-16,0.235307343318107,0.134489020337818,0.224916141025385,0.281364164967869
130,5.11536205885311e-17,1.84721407680807e-17,0.149964946504914,0.11691057340385,2.41958730471014e-16,1.56302729576067e-17,0.000437395494755794,0.201713439693736,0.058038341989964,3.30615650214402e-16,0.234550385609379,0.134394138838365,0.224020795125759,0.282647616698352
131,2.72819309805499e-17,1.84721407680807e-17,0.149330614168687,0.104405112446118,5.8236784543196e-16,2.98396120099765e-17,1.11022302462516e-16,0.198451349481551,0.0571011380565066,1.66722911547805e-16,0.234323770867589,0.134298772754182,0.222677441589368,0.283919759783609
132,5.11536205885311e-17,8.52560343142185e-18,0.148460860895641,0.0863752821516934,4.29690412943661e-16,3.68537627836796e-17,3.33066907387547e-16,0.194490379823326,0.0560977994877305,3.51896491973566e-16,0.234700996842142,0.134198444486486,0.221194231748466,0.285512014178552
133,3.96155717864031e-17,8.52560343142185e-18,0.14741875118293,0.0646456552229231,3.25847973724509e-16,2.98396120099765e-17,3.33066907387547e-16,0.188915263019532,0.0552249819508383,3.54286187039086e-16,0.234990476621949,0.133555642113836,0.219272046690477,0.286388524855062
134,5.11536205885311e-17,2.68076314294322e-17,0.14626880279442,0.0429545518938626,4.29690412943661e-16,1.56302729576067e-17,3.38018288865822e-16,0.182055325304361,0.0545678308834113,1.66722911547805e-16,0.235169911209632,0.132013110852666,0.21655037436121,0.286595399018127
135,3.34708875455821e-17,1.84721407680807e-17,0.145144618158572,0.0248547334323877,3.42160884381064e-16,1.98404474916422e-17,4.23529524208856e-16,0.174736816740375,0.0540855160909046,3.54286187039086e-16,0.235047191613988,0.127559158103726,0.209650980235778,0.28598617325558
136,3.08637977790122e-17,1.69796962687214e-17,0.144144018051346,0.0122488828683461,4.29690412943661e-16,2.98396120099765e-17,1.4433934919107e-16,0.16797716650281,0.0535791607693158,1.66722911547805e-16,0.234400390449275,0.119222819019306,0.196906952834862,0.284887243693005
137,5.11536205885311e-17,8.52560343142185e-18,0.143526954325844,0.00494296804284984,4.29690412943661e-16,3.04334025516655e-17,3.33066907387547e-16,0.162622653522847,0.0530876364252127,3.54286187039086e-16,0.233432430233124,0.105772650799208,0.175967858793042,0.283602907626278
138,5.11536205885311e-17,5.52459102356118e-18,0.143198669478174,0.00146467953929875,4.29690412943661e-16,2.8020816611273e-17,3.33066907387547e-16,0.159091074366956,0.052658608197462,2.88263914066151e-16,0.232608391054811,0.0872606275704585,0.146504013856937,0.282455722115123
139,5.11536205885311e-17,1.84845841728146e-17,0.143214231087735,3.54934728007226e-07,4.29690412943661e-16,1.56302729576067e-17,5.54787430749286e-16,0.157484061756756,0.0522528368547353,1.66722911547805e-16,0.232265601097828,0.0655640062084032,0.111210547614858,0.281822708161882
140,2.72819309805499e-17,1.84721407680807e-17,0.143203985774639,2.11561270335283e-16,5.78520082721809e-16,2.76565585478838e-17,1.79249999997785e-16,0.156758623022379,0.0519021679134235,2.44938598446782e-16,0.232341725567673,0.044014887597306,0.0754650381801336,0.281193716240335
141,5.11536205885311e-17,8.52560343142185e-18,0.142765037539431,1.09290985134688e-16,4.29690412943661e-16,3.01848463217675e-17,3.33066907387547e-16,0.156349425912187,0.0514885661447368,1.75837097379089e-16,0.232821982670576,0.0259260589748222,0.044952123301741,0.280545506597423
142,3.21076143195743e-17,8.52560343142185e-18,0.1417701076704,3.17341905502925e-16,2.5827635652305e-16,2.98396120099765e-17,3.33066907387547e-16,0.154880199489906,0.0510035063044453,3.54286187039086e-16,0.233147209357853,0.0131250731593179,0.0230322631442082,0.278887239202123
143,5.11536205885311e-17,5.45761806199184e-18,0.140326679128565,2.11561270335283e-16,4.29690412943661e-16,2.02608412154853e-17,3.33066907387547e-16,0.151804030721356,0.0502105491347044,1.66722911547805e-16,0.233265261696383,0.00551048996383437,0.00982713311553931,0.275764514549603
144,5.11536205885311e-17,1.84721407680807e-17,0.138744713580112,2.11561270335283e-16,2.25285092060392e-16,1.56302729576067e-17,5.55111512312578e-16,0.146896866169518,0.0491086307754187,3.45172001207802e-16,0.232912479061323,0.00170402715877469,0.003123829980213,0.272650807124817
145,2.72819309805499e-17,1.84721407680807e-17,0.137357013676046,2.11561270335283e-16,5.54943105331209e-16,2.98396120099765e-17,1.11022302462516e-16,0.140822588472621,0.0478689915185966,1.66722911547805e-16,0.232004860563054,0.000186701225208481,0.000396455081541051,0.268649768092539
146,5.11536205885311e-17,8.52560343142185e-18,0.136310672022153,2.13963027637471e-16,4.29690412943661e-16,3.69339120322164e-17,3.33066907387547e-16,0.134534175504986,0.0468916686923476,3.54286187039086e-16,0.230966993288861,9.77602526803039e-17,5.01305481767605e-16,0.265342834310825
147,4.27507858465212e-17,8.52560343142185e-18,0.135646756115669,3.17341905502925e-16,3.54064900265572e-16,2.98396120099765e-17,3.33066907387547e-16,0.127488124906719,0.0466562395676025,3.54286187039086e-16,0.230292256921491,1.61108896417139e-16,7.884341643724e-16,0.263157278979244
148,5.11536205885311e-17,2.62851955494757e-17,0.134124520499208,2.11561270335283e-16,4.29690412943661e-16,1.56302729576067e-17,3.51624841117134e-16,0.119086568519686,0.0465005768319566,1.66722911547805e-16,0.227586458295666,9.77602526803039e-17,6.653796321769e-16,0.257906914751351
149,3.08637977790122e-17,1.84721407680807e-17,0.130152620572855,2.11561270335283e-16,3.67473127307616e-16,2.06774925619647e-17,3.97369075611044e-16,0.107229662777873,0.0457934961931275,3.54286187039086e-16,0.220183849517682,9.77602526803039e-17,5.01305481767605e-16,0.245920059456591
150,3.34708875455821e-17,1.58934088659839e-17,0.122325053932733,1.84136661217746e-16,4.29690412943661e-16,2.98396120099765e-17,1.68589422257894e-16,0.0904515590117785,0.0435193315539564,1.66722911547805e-16,0.20564068673299,9.77602526803039e-17,4.54888307529864e-16,0.223986258851542
151,5.11536205885311e-17,8.52560343142185e-18,0.108974004959415,3.15744603401517e-16,4.29690412943661e-16,2.99980393183684e-17,3.33066907387547e-16,0.0696594351276331,0.0388661145538749,3.54286187039086e-16,0.181698028970589,9.77602526803039e-17,5.01305481767605e-16,0.191403178525486
152,5.11536205885311e-17,4.40487171637614e-18,0.0900163212015385,2.66214308297728e-16,4.29690412943661e-16,2.72735885976769e-17,3.33066907387547e-16,0.0479200484155739,0.0318707470414523,2.6363008930808e-16,0.148707866822291,1.95520505360608e-16,6.67809632646623e-16,0.150791178769705
153,5.11536205885311e-17,1.84721407680807e-17,0.0674077112962548,2.11561270335283e-16,4.26953125868612e-16,1.56302729576067e-17,5.55111512312578e-16,0.0289172624185345,0.0234391843575368,1.69112606613325e-16,0.110419983877039,9.77602526803039e-17,5.01305481767605e-16,0.107598326917236
154,2.72819309805499e-17,1.84721407680807e-17,0.0448025187413095,2.11561270335283e-16,5.99871393446741e-16,2.83626204104807e-17,1.57183213252089e-16,0.0148217362444959,0.0151969358288196,2.20996365025492e-16,0.072675519531041,2.82879818126125e-17,5.01305481767605e-16,0.0682318137838323
155,5.11536205885311e-17,8.52560343142185e-18,0.0259955138635003,1.15067275292096e-16,4.29690412943661e-16,3.07362232533357e-17,3.33066907387547e-16,0.0063552924506937,0.00853166242591232,1.90393448372489e-16,0.0417304407351173,9.77602526803039e-17,3.44862413040399e-16,0.0373421503774283
156,2.97645866997793e-17,8.52560343142185e-18,0.0128417007192654,3.17341905502925e-16,2.37189107944895e-16,2.98396120099765e-17,3.33066907387547e-16,0.00200468210774191,0.00403702720474634,3.54286187039086e-16,0.0204055520421906,9.77602526803039e-17,6.41352727467768e-16,0.0175873291671291
